Borussia Dortmund;Hamburger SV;-1;-1;0;14008;1312576200000
Werder Bremen;1. FC Kaiserslautern;-1;-1;0;14009;1312644600000
1. FSV Mainz 05;Bayer Leverkusen;-1;-1;0;14010;1312731000000
VfB Stuttgart;FC Schalke 04;-1;-1;0;14011;1312644600000
1. FC Köln;VfL Wolfsburg;-1;-1;0;14012;1312644600000
FC Augsburg;SC Freiburg;-1;-1;0;14013;1312644600000
Hertha BSC;1. FC Nürnberg;-1;-1;0;14014;1312655400000
FC Bayern München;Bor. Mönchengladbach;-1;-1;0;14015;1312738200000
Hannover 96;TSG 1899 Hoffenheim;-1;-1;0;14016;1312644600000
Bayer Leverkusen;Werder Bremen;-1;-1;0;14017;1313343000000
FC Schalke 04;1. FC Köln;-1;-1;0;14018;1313249400000
Hamburger SV;Hertha BSC;-1;-1;0;14019;1313249400000
1. FC Nürnberg;Hannover 96;-1;-1;0;14020;1313249400000
SC Freiburg;1. FSV Mainz 05;-1;-1;0;14021;1313249400000
1. FC Kaiserslautern;FC Augsburg;-1;-1;0;14022;1313335800000
TSG 1899 Hoffenheim;Borussia Dortmund;-1;-1;0;14023;1313249400000
VfL Wolfsburg;FC Bayern München;-1;-1;0;14024;1313249400000
Bor. Mönchengladbach;VfB Stuttgart;-1;-1;0;14025;1313260200000
Borussia Dortmund;1. FC Nürnberg;-1;-1;0;14026;1313854200000
FC Bayern München;Hamburger SV;-1;-1;0;14027;1313854200000
Werder Bremen;SC Freiburg;-1;-1;0;14028;1313854200000
Hannover 96;Hertha BSC;-1;-1;0;14029;1313947800000
1. FSV Mainz 05;FC Schalke 04;-1;-1;0;14030;1313940600000
VfB Stuttgart;Bayer Leverkusen;-1;-1;0;14031;1313854200000
1. FC Köln;1. FC Kaiserslautern;-1;-1;0;14032;1313865000000
Bor. Mönchengladbach;VfL Wolfsburg;-1;-1;0;14033;1313785800000
FC Augsburg;TSG 1899 Hoffenheim;-1;-1;0;14034;1313854200000
Bayer Leverkusen;Borussia Dortmund;-1;-1;0;14035;1314469800000
FC Schalke 04;Bor. Mönchengladbach;-1;-1;0;14036;1314552600000
Hamburger SV;1. FC Köln;-1;-1;0;14037;1314459000000
Hannover 96;1. FSV Mainz 05;-1;-1;0;14038;1314545400000
1. FC Nürnberg;FC Augsburg;-1;-1;0;14039;1314459000000
SC Freiburg;VfL Wolfsburg;-1;-1;0;14040;1314459000000
1. FC Kaiserslautern;FC Bayern München;-1;-1;0;14041;1314459000000
TSG 1899 Hoffenheim;Werder Bremen;-1;-1;0;14042;1314459000000
Hertha BSC;VfB Stuttgart;-1;-1;0;14043;1314390600000
Borussia Dortmund;Hertha BSC;-1;-1;0;14044;1315668600000
FC Bayern München;SC Freiburg;-1;-1;0;14045;1315668600000
Werder Bremen;Hamburger SV;-1;-1;0;14046;1315679400000
1. FSV Mainz 05;TSG 1899 Hoffenheim;-1;-1;0;14047;1315668600000
VfB Stuttgart;Hannover 96;-1;-1;0;14048;1315668600000
1. FC Köln;1. FC Nürnberg;-1;-1;0;14049;1315755000000
VfL Wolfsburg;FC Schalke 04;-1;-1;0;14050;1315762200000
Bor. Mönchengladbach;1. FC Kaiserslautern;-1;-1;0;14051;1315668600000
FC Augsburg;Bayer Leverkusen;-1;-1;0;14052;1315600200000
Bayer Leverkusen;1. FC Köln;-1;-1;0;14053;1316273400000
FC Schalke 04;FC Bayern München;-1;-1;0;14054;1316367000000
Hamburger SV;Bor. Mönchengladbach;-1;-1;0;14055;1316273400000
Hannover 96;Borussia Dortmund;-1;-1;0;14056;1316367000000
1. FC Nürnberg;Werder Bremen;-1;-1;0;14057;1316273400000
SC Freiburg;VfB Stuttgart;-1;-1;0;14058;1316205000000
1. FC Kaiserslautern;1. FSV Mainz 05;-1;-1;0;14059;1316359800000
TSG 1899 Hoffenheim;VfL Wolfsburg;-1;-1;0;14060;1316273400000
Hertha BSC;FC Augsburg;-1;-1;0;14061;1316273400000
FC Bayern München;Bayer Leverkusen;-1;-1;0;14062;1316889000000
FC Schalke 04;SC Freiburg;-1;-1;0;14063;1316878200000
Werder Bremen;Hertha BSC;-1;-1;0;14064;1316971800000
1. FSV Mainz 05;Borussia Dortmund;-1;-1;0;14065;1316878200000
VfB Stuttgart;Hamburger SV;-1;-1;0;14066;1316809800000
1. FC Köln;TSG 1899 Hoffenheim;-1;-1;0;14067;1316964600000
VfL Wolfsburg;1. FC Kaiserslautern;-1;-1;0;14068;1316878200000
Bor. Mönchengladbach;1. FC Nürnberg;-1;-1;0;14069;1316878200000
FC Augsburg;Hannover 96;-1;-1;0;14070;1316878200000
Borussia Dortmund;FC Augsburg;-1;-1;0;14071;1317483000000
Bayer Leverkusen;VfL Wolfsburg;-1;-1;0;14072;1317483000000
Hamburger SV;FC Schalke 04;-1;-1;0;14073;1317483000000
Hannover 96;Werder Bremen;-1;-1;0;14074;1317483000000
1. FC Nürnberg;1. FSV Mainz 05;-1;-1;0;14075;1317483000000
SC Freiburg;Bor. Mönchengladbach;-1;-1;0;14076;1317483000000
1. FC Kaiserslautern;VfB Stuttgart;-1;-1;0;14077;1317483000000
TSG 1899 Hoffenheim;FC Bayern München;-1;-1;0;14078;1317483000000
Hertha BSC;1. FC Köln;-1;-1;0;14079;1317483000000
FC Bayern München;Hertha BSC;-1;-1;0;14080;1318692600000
FC Schalke 04;1. FC Kaiserslautern;-1;-1;0;14081;1318692600000
Werder Bremen;Borussia Dortmund;-1;-1;0;14082;1318692600000
1. FSV Mainz 05;FC Augsburg;-1;-1;0;14083;1318692600000
SC Freiburg;Hamburger SV;-1;-1;0;14084;1318692600000
VfB Stuttgart;TSG 1899 Hoffenheim;-1;-1;0;14085;1318692600000
1. FC Köln;Hannover 96;-1;-1;0;14086;1318692600000
VfL Wolfsburg;1. FC Nürnberg;-1;-1;0;14087;1318692600000
Bor. Mönchengladbach;Bayer Leverkusen;-1;-1;0;14088;1318692600000
Borussia Dortmund;1. FC Köln;-1;-1;0;14089;1319297400000
Bayer Leverkusen;FC Schalke 04;-1;-1;0;14090;1319297400000
Hamburger SV;VfL Wolfsburg;-1;-1;0;14091;1319297400000
Hannover 96;FC Bayern München;-1;-1;0;14092;1319297400000
1. FC Nürnberg;VfB Stuttgart;-1;-1;0;14093;1319297400000
TSG 1899 Hoffenheim;Bor. Mönchengladbach;-1;-1;0;14094;1319297400000
FC Augsburg;Werder Bremen;-1;-1;0;14095;1319297400000
Hertha BSC;1. FSV Mainz 05;-1;-1;0;14096;1319297400000
1. FC Kaiserslautern;SC Freiburg;-1;-1;0;14097;1319297400000
FC Bayern München;1. FC Nürnberg;-1;-1;0;14098;1319902200000
FC Schalke 04;TSG 1899 Hoffenheim;-1;-1;0;14099;1319902200000
Hamburger SV;1. FC Kaiserslautern;-1;-1;0;14100;1319902200000
1. FSV Mainz 05;Werder Bremen;-1;-1;0;14101;1319902200000
SC Freiburg;Bayer Leverkusen;-1;-1;0;14102;1319902200000
VfB Stuttgart;Borussia Dortmund;-1;-1;0;14103;1319902200000
1. FC Köln;FC Augsburg;-1;-1;0;14104;1319902200000
VfL Wolfsburg;Hertha BSC;-1;-1;0;14105;1319902200000
Bor. Mönchengladbach;Hannover 96;-1;-1;0;14106;1319902200000
Borussia Dortmund;VfL Wolfsburg;-1;-1;0;14107;1320507000000
Bayer Leverkusen;Hamburger SV;-1;-1;0;14108;1320507000000
Werder Bremen;1. FC Köln;-1;-1;0;14109;1320507000000
Hannover 96;FC Schalke 04;-1;-1;0;14110;1320507000000
1. FSV Mainz 05;VfB Stuttgart;-1;-1;0;14111;1320507000000
1. FC Nürnberg;SC Freiburg;-1;-1;0;14112;1320507000000
TSG 1899 Hoffenheim;1. FC Kaiserslautern;-1;-1;0;14113;1320507000000
FC Augsburg;FC Bayern München;-1;-1;0;14114;1320507000000
Hertha BSC;Bor. Mönchengladbach;-1;-1;0;14115;1320507000000
FC Bayern München;Borussia Dortmund;-1;-1;0;14116;1321716600000
FC Schalke 04;1. FC Nürnberg;-1;-1;0;14117;1321716600000
Hamburger SV;TSG 1899 Hoffenheim;-1;-1;0;14118;1321716600000
SC Freiburg;Hertha BSC;-1;-1;0;14119;1321716600000
1. FC Kaiserslautern;Bayer Leverkusen;-1;-1;0;14120;1321716600000
VfB Stuttgart;FC Augsburg;-1;-1;0;14121;1321716600000
1. FC Köln;1. FSV Mainz 05;-1;-1;0;14122;1321716600000
VfL Wolfsburg;Hannover 96;-1;-1;0;14123;1321716600000
Bor. Mönchengladbach;Werder Bremen;-1;-1;0;14124;1321716600000
Borussia Dortmund;FC Schalke 04;-1;-1;0;14125;1322321400000
Werder Bremen;VfB Stuttgart;-1;-1;0;14126;1322321400000
Hannover 96;Hamburger SV;-1;-1;0;14127;1322321400000
1. FSV Mainz 05;FC Bayern München;-1;-1;0;14128;1322321400000
1. FC Nürnberg;1. FC Kaiserslautern;-1;-1;0;14129;1322321400000
TSG 1899 Hoffenheim;SC Freiburg;-1;-1;0;14130;1322321400000
1. FC Köln;Bor. Mönchengladbach;-1;-1;0;14131;1322321400000
FC Augsburg;VfL Wolfsburg;-1;-1;0;14132;1322321400000
Hertha BSC;Bayer Leverkusen;-1;-1;0;14133;1322321400000
Bayer Leverkusen;TSG 1899 Hoffenheim;-1;-1;0;14134;1322926200000
FC Bayern München;Werder Bremen;-1;-1;0;14135;1322926200000
FC Schalke 04;FC Augsburg;-1;-1;0;14136;1322926200000
Hamburger SV;1. FC Nürnberg;-1;-1;0;14137;1322926200000
SC Freiburg;Hannover 96;-1;-1;0;14138;1322926200000
1. FC Kaiserslautern;Hertha BSC;-1;-1;0;14139;1322926200000
VfB Stuttgart;1. FC Köln;-1;-1;0;14140;1322926200000
VfL Wolfsburg;1. FSV Mainz 05;-1;-1;0;14141;1322926200000
Bor. Mönchengladbach;Borussia Dortmund;-1;-1;0;14142;1322926200000
Borussia Dortmund;1. FC Kaiserslautern;-1;-1;0;14143;1323531000000
Werder Bremen;VfL Wolfsburg;-1;-1;0;14144;1323531000000
Hannover 96;Bayer Leverkusen;-1;-1;0;14145;1323531000000
1. FSV Mainz 05;Hamburger SV;-1;-1;0;14146;1323531000000
1. FC Nürnberg;TSG 1899 Hoffenheim;-1;-1;0;14147;1323531000000
VfB Stuttgart;FC Bayern München;-1;-1;0;14148;1323531000000
1. FC Köln;SC Freiburg;-1;-1;0;14149;1323531000000
FC Augsburg;Bor. Mönchengladbach;-1;-1;0;14150;1323531000000
Hertha BSC;FC Schalke 04;-1;-1;0;14151;1323531000000
Bayer Leverkusen;1. FC Nürnberg;-1;-1;0;14152;1324135800000
FC Bayern München;1. FC Köln;-1;-1;0;14153;1324135800000
FC Schalke 04;Werder Bremen;-1;-1;0;14154;1324135800000
Hamburger SV;FC Augsburg;-1;-1;0;14155;1324135800000
SC Freiburg;Borussia Dortmund;-1;-1;0;14156;1324135800000
1. FC Kaiserslautern;Hannover 96;-1;-1;0;14157;1324135800000
TSG 1899 Hoffenheim;Hertha BSC;-1;-1;0;14158;1324135800000
VfL Wolfsburg;VfB Stuttgart;-1;-1;0;14159;1324135800000
Bor. Mönchengladbach;1. FSV Mainz 05;-1;-1;0;14160;1324135800000
Bayer Leverkusen;1. FSV Mainz 05;-1;-1;0;14161;1327159800000
FC Schalke 04;VfB Stuttgart;-1;-1;0;14162;1327159800000
Hamburger SV;Borussia Dortmund;-1;-1;0;14163;1327159800000
1. FC Nürnberg;Hertha BSC;-1;-1;0;14164;1327159800000
SC Freiburg;FC Augsburg;-1;-1;0;14165;1327159800000
1. FC Kaiserslautern;Werder Bremen;-1;-1;0;14166;1327159800000
TSG 1899 Hoffenheim;Hannover 96;-1;-1;0;14167;1327159800000
Bor. Mönchengladbach;FC Bayern München;-1;-1;0;14168;1327159800000
VfL Wolfsburg;1. FC Köln;-1;-1;0;14169;1327159800000
Werder Bremen;Bayer Leverkusen;-1;-1;0;14170;1327764600000
1. FC Köln;FC Schalke 04;-1;-1;0;14171;1327764600000
Hertha BSC;Hamburger SV;-1;-1;0;14172;1327764600000
Hannover 96;1. FC Nürnberg;-1;-1;0;14173;1327764600000
1. FSV Mainz 05;SC Freiburg;-1;-1;0;14174;1327764600000
FC Augsburg;1. FC Kaiserslautern;-1;-1;0;14175;1327764600000
Borussia Dortmund;TSG 1899 Hoffenheim;-1;-1;0;14176;1327764600000
FC Bayern München;VfL Wolfsburg;-1;-1;0;14177;1327764600000
VfB Stuttgart;Bor. Mönchengladbach;-1;-1;0;14178;1327764600000
1. FC Nürnberg;Borussia Dortmund;-1;-1;0;14179;1328369400000
Hamburger SV;FC Bayern München;-1;-1;0;14180;1328369400000
SC Freiburg;Werder Bremen;-1;-1;0;14181;1328369400000
Hertha BSC;Hannover 96;-1;-1;0;14182;1328369400000
FC Schalke 04;1. FSV Mainz 05;-1;-1;0;14183;1328369400000
